,provincia,poblacion,cp
12869,Toledo,Chueca,45113
12870,Toledo,Mazarambroz,45114
12871,Toledo,San Pablo de los Montes,45120
12872,Toledo,Menasalbas,45120
12873,Toledo,Menasalbas,45121
12874,Toledo,Argés,45122
12875,Toledo,Seseña,45123
12876,Toledo,Layos,45123
12877,Toledo,Casasbuenas,45124
12878,Toledo,Pulgar,45125
12879,Toledo,Mazarambroz,45126
12880,Toledo,Cuerva,45126
12881,Toledo,Las Ventas con Peña Aguilera,45127
12882,Toledo,Menasalbas,45128
12883,Toledo,Los Navalucillos,45130
12884,Toledo,Los Navalucillos,45138
12885,Toledo,Los Navalucillos,45139
12886,Toledo,Los Navalmorales,45140
12887,Toledo,Navahermosa,45150
12888,Toledo,Hontanar,45159
12889,Toledo,Navahermosa,45159
12890,Toledo,Guadamur,45160
12891,Toledo,Polán,45161
12892,Toledo,Noez,45162
12893,Toledo,Totanés,45163
12894,Toledo,Gálvez,45164
12895,Toledo,San Martín de Montalbán,45165
12896,Toledo,San Martín de Pusa,45170
12897,Toledo,Villarejo de Montalbán,45179
12898,Toledo,Camarena,45180
12899,Toledo,Camarenilla,45181
12900,Toledo,Arcicóllar,45182
12901,Toledo,Las Ventas de Retamosa,45183
12902,Toledo,Nambroca,45190
12903,Toledo,Nambroca,45191
12904,Toledo,Illescas,45200
12905,Toledo,Yuncos,45210
12906,Toledo,Recas,45211
12907,Toledo,Lominchar,45212
12908,Toledo,Palomeque,45213
12909,Toledo,Cedillo del Condado,45214
12910,Toledo,El Viso de San Juan,45215
12911,Toledo,Carranque,45216
12912,Toledo,Ugena,45217
12913,Toledo,Yeles,45220
12914,Toledo,Esquivias,45221
12915,Toledo,Borox,45222
12916,Toledo,Seseña,45223
12917,Toledo,Seseña,45224
12918,Toledo,Barcience,45225
12919,Toledo,Numancia de la Sagra,45230
12920,Toledo,Alameda de la Sagra,45240
12921,Toledo,Añover de Tajo,45250
12922,Toledo,Villaseca de la Sagra,45260
12923,Toledo,Mocejón,45270
12924,Toledo,Mohedas de la Jara,45276
12925,Toledo,Olías del Rey,45280
12926,Toledo,Pantoja,45290
12927,Toledo,Cobeja,45291
12928,Toledo,Villaseca de la Sagra,45292
12929,Toledo,Ocaña,45300
12930,Toledo,La Puebla de Montalbán,45300
12931,Toledo,Villatobas,45310
12932,Toledo,Dosbarrios,45311
12933,Toledo,Cabañas de Yepes,45312
12934,Toledo,Yepes,45313
12935,Toledo,Ciruelos,45314
12936,Toledo,Ontígola,45340
12937,Toledo,Noblejas,45350
12938,Toledo,Villarrubia de Santiago,45360
12939,Toledo,Villarrubia de Santiago,45370
12940,Toledo,Santa Cruz de la Zarza,45370
12941,Toledo,Mora,45400
12942,Toledo,Quintanar de la Orden,45400
12943,Toledo,Villanueva de Bogas,45410
12944,Toledo,Almonacid de Toledo,45420
12945,Toledo,Mascaraque,45430
12946,Toledo,Villaminaya,45440
12947,Toledo,Orgaz,45450
12948,Toledo,El Real de San Vicente,45460
12949,Toledo,Manzaneque,45460
12950,Toledo,Los Yébenes,45470
12951,Toledo,Marjaliza,45479
12952,Toledo,Los Yébenes,45480
12953,Toledo,Urda,45480
12954,Toledo,Torrijos,45500
12955,Toledo,Fuensalida,45510
12956,Toledo,Huecas,45511
12957,Toledo,Portillo de Toledo,45512
12958,Toledo,Santa Cruz del Retamar,45513
12959,Toledo,Quismondo,45514
12960,Toledo,Maqueda,45515
12961,Toledo,La Puebla de Montalbán,45516
12962,Toledo,Escalonilla,45517
12963,Toledo,Gerindote,45518
12964,Toledo,Novés,45519
12965,Toledo,Villaluenga de la Sagra,45520
12966,Toledo,Burujón,45521
12967,Toledo,Albarreal de Tajo,45522
12968,Toledo,Alcabón,45523
12969,Toledo,Rielves,45524
12970,Toledo,Barcience,45525
12971,Toledo,Santo Domingo-Caudilla,45526
12972,Toledo,Yuncler,45529
12973,Toledo,Miguel Esteban,45530
12974,Toledo,Santa Olalla,45530
12975,Toledo,Carmena,45531
12976,Toledo,Carriches,45532
12977,Toledo,El Carpio de Tajo,45533
12978,Toledo,La Mata,45534
12979,Toledo,Fuensalida,45540
12980,Toledo,Erustes,45540
12981,Toledo,Mesegar de Tajo,45541
12982,Toledo,El Casar de Escalona,45542
12983,Toledo,Otero,45543
12984,Toledo,Domingo Pérez,45544
12985,Toledo,Illán de Vacas,45551
12986,Toledo,Oropesa,45560
12987,Toledo,Lagartera,45567
12988,Toledo,Las Ventas de San Julián,45568
12989,Toledo,Torralba de Oropesa,45569
12990,Toledo,Oropesa,45569
12991,Toledo,El Puente del Arzobispo,45570
12992,Toledo,Azután,45571
12993,Toledo,Alcolea de Tajo,45571
12994,Toledo,Torrico,45572
12995,Toledo,Valdeverdeja,45572
12996,Toledo,Navalmoralejo,45573
12997,Toledo,La Estrella,45574
12998,Toledo,Aldeanueva de San Bartolomé,45575
12999,Toledo,Mohedas de la Jara,45576
13000,Toledo,Puerto de San Vicente,45577
13001,Toledo,El Campillo de la Jara,45578
13002,Toledo,Calzada de Oropesa,45580
13003,Toledo,Herreruela de Oropesa,45588
13004,Toledo,Caleruela,45589
13005,Toledo,Magán,45590
13006,Toledo,Yunclillos,45591
13007,Toledo,Cabañas de la Sagra,45592
13008,Toledo,Bargas,45593
13009,Toledo,Villamiel de Toledo,45594
13010,Toledo,Talavera de la Reina,45600
13011,Toledo,Oropesa,45600
13012,Toledo,Navalcán,45610
13013,Toledo,Parrillas,45611
13014,Toledo,Velada,45612
13015,Toledo,Talavera de la Reina,45613
13016,Toledo,Talavera de la Reina,45614
13017,Toledo,Montesclaros,45620
13018,Toledo,Segurilla,45621
13019,Toledo,Mejorada,45622
13020,Toledo,Navamorcuende,45630
13021,Toledo,Almendral de la Cañada,45631
13022,Toledo,Sartajada,45632
13023,Toledo,La Iglesuela,45633
13024,Toledo,Buenaventura,45634
13025,Toledo,Sotillo de las Palomas,45635
13026,Toledo,Marrupe,45636
13027,Toledo,Cervera de los Montes,45637
13028,Toledo,Pepino,45638
13029,Toledo,El Real de San Vicente,45640
13030,Toledo,Castillo de Bayuela,45641
13031,Toledo,Cardiel de los Montes,45642
13032,Toledo,Garciotum,45643
13033,Toledo,Nuño Gómez,45644
13034,Toledo,Hinojosa de San Vicente,45645
13035,Toledo,San Román de los Montes,45646
13036,Toledo,Espinoso del Rey,45650
13037,Toledo,Torrecilla de la Jara,45651
13038,Toledo,Retamoso de la Jara,45652
13039,Toledo,Santa Ana de Pusa,45653
13040,Toledo,San Bartolomé de las Abiertas,45654
13041,Toledo,Belvís de la Jara,45660
13042,Toledo,Aldeanueva de Barbarroya,45661
13043,Toledo,Mejorada,45662
13044,Toledo,Alcaudete de la Jara,45662
13045,Toledo,Las Herencias,45663
13046,Toledo,Las Herencias,45664
13047,Toledo,La Nava de Ricomalillo,45670
13048,Toledo,Sevilleja de la Jara,45671
13049,Toledo,Sevilleja de la Jara,45672
13050,Toledo,Sevilleja de la Jara,45673
13051,Toledo,Robledo del Mazo,45674
13052,Toledo,Robledo del Mazo,45675
13053,Toledo,Robledo del Mazo,45676
13054,Toledo,Robledo del Mazo,45677
13055,Toledo,Robledo del Mazo,45678
13056,Toledo,Cebolla,45680
13057,Toledo,Villacañas,45680
13058,Toledo,Los Cerralbos,45682
13059,Toledo,Cazalegas,45683
13060,Toledo,Lucillos,45684
13061,Toledo,Montearagón,45685
13062,Toledo,Calera y Chozas,45686
13063,Toledo,Alcañizo,45687
13064,Toledo,La Pueblanueva,45690
13065,Toledo,La Pueblanueva,45691
13066,Toledo,Malpica de Tajo,45692
13067,Toledo,Malpica de Tajo,45693
13068,Toledo,Talavera de la Reina,45694
13069,Toledo,Calera y Chozas,45695
13070,Toledo,Consuegra,45700
13071,Toledo,Madridejos,45710
13072,Toledo,Camuñas,45720
13073,Toledo,Villafranca de los Caballeros,45730
13074,Toledo,Villasequilla,45740
13075,Toledo,Villamuelas,45749
13076,Toledo,Cabañas de Yepes,45750
13077,Toledo,Huerta de Valdecarábanos,45750
13078,Toledo,La Guardia,45760
13079,Toledo,El Romeral,45770
13080,Toledo,Tembleque,45780
13081,Toledo,Turleque,45789
13082,Toledo,Quero,45790
13083,Toledo,Quintanar de la Orden,45800
13084,Toledo,Villanueva de Alcardete,45810
13085,Toledo,El Toboso,45820
13086,Toledo,Miguel Esteban,45830
13087,Toledo,La Puebla de Almoradiel,45840
13088,Toledo,La Villa de Don Fadrique,45850
13089,Toledo,Villacañas,45860
13090,Toledo,Lillo,45870
13091,Toledo,Corral de Almaguer,45880
13092,Toledo,Cabezamesada,45890
13093,Toledo,Almorox,45900
13094,Toledo,Aldea en Cabo,45908
13095,Toledo,Paredes de Escalona,45908
13096,Toledo,Santa Cruz del Retamar,45909
13097,Toledo,Escalona,45910
13098,Toledo,Nombela,45917
13099,Toledo,Pelahustán,45918
13100,Toledo,Hormigos,45919
13101,Toledo,La Torre de Esteban Hambrán,45920
13102,Toledo,Méntrida,45930
13103,Toledo,Valmojado,45940
13104,Toledo,Casarrubios del Monte,45950
13105,Toledo,Chozas de Canales,45960
13106,Valencia/Val?ncia,Valñncia,46001
13107,Valencia/Val?ncia,Valñncia,46002
13108,Valencia/Val?ncia,Valñncia,46003
13109,Valencia/Val?ncia,Valñncia,46004
13110,Valencia/Val?ncia,Valñncia,46005
13111,Valencia/Val?ncia,Valñncia,46006
13112,Valencia/Val?ncia,Valñncia,46007
13113,Valencia/Val?ncia,Valñncia,46008
13114,Valencia/Val?ncia,Valñncia,46009
13115,Valencia/Val?ncia,Valñncia,46010
13116,Valencia/Val?ncia,Valñncia,46011
13117,Valencia/Val?ncia,Valñncia,46012
13118,Valencia/Val?ncia,Valñncia,46013
13119,Valencia/Val?ncia,Valñncia,46014
13120,Valencia/Val?ncia,Xirivella,46014
13121,Valencia/Val?ncia,Valñncia,46015
13122,Valencia/Val?ncia,Valñncia,46016
13123,Valencia/Val?ncia,Tavernes Blanques,46016
13124,Valencia/Val?ncia,Valñncia,46017
13125,Valencia/Val?ncia,Valñncia,46018
13126,Valencia/Val?ncia,Valñncia,46019
13127,Valencia/Val?ncia,Valñncia,46020
13128,Valencia/Val?ncia,Valñncia,46021
13129,Valencia/Val?ncia,Valñncia,46022
13130,Valencia/Val?ncia,Valñncia,46023
13131,Valencia/Val?ncia,Valñncia,46024
13132,Valencia/Val?ncia,Valñncia,46025
13133,Valencia/Val?ncia,Valñncia,46026
13134,Valencia/Val?ncia,Valñncia,46035
13135,Valencia/Val?ncia,Burjassot,46100
13136,Valencia/Val?ncia,Cheste,46109
13137,Valencia/Val?ncia,Godella,46110
13138,Valencia/Val?ncia,Rocafort,46111
13139,Valencia/Val?ncia,Valñncia,46112
13140,Valencia/Val?ncia,Moncada,46113
13141,Valencia/Val?ncia,Vinalesa,46114
13142,Valencia/Val?ncia,Alfara del Patriarca,46115
13143,Valencia/Val?ncia,Bétera,46117
13144,Valencia/Val?ncia,Serra,46118
13145,Valencia/Val?ncia,Náquera,46119
13146,Valencia/Val?ncia,Alboraia/Alboraya,46120
13147,Valencia/Val?ncia,Alboraia/Alboraya,46128
13148,Valencia/Val?ncia,Alboraia/Alboraya,46129
13149,Valencia/Val?ncia,Massamagrell,46130
13150,Valencia/Val?ncia,Valñncia,46131
13151,Valencia/Val?ncia,Bonrepñs i Mirambell,46131
13152,Valencia/Val?ncia,Almñssera,46132
13153,Valencia/Val?ncia,Meliana,46133
13154,Valencia/Val?ncia,Foios,46134
13155,Valencia/Val?ncia,Valñncia,46135
13156,Valencia/Val?ncia,Albalat dels Sorells,46135
13157,Valencia/Val?ncia,Emperador,46135
13158,Valencia/Val?ncia,Museros,46136
13159,Valencia/Val?ncia,la Pobla de Farnals,46137
13160,Valencia/Val?ncia,Rafelbunyol,46138
13161,Valencia/Val?ncia,la Pobla de Farnals,46139
13162,Valencia/Val?ncia,Ademuz,46140
13163,Valencia/Val?ncia,Puebla de San Miguel,46140
13164,Valencia/Val?ncia,Castielfabib,46141
13165,Valencia/Val?ncia,Torrebaja,46143
13166,Valencia/Val?ncia,Vallanca,46145
13167,Valencia/Val?ncia,Casas Bajas,46146
13168,Valencia/Val?ncia,Casas Altas,46147
13169,Valencia/Val?ncia,Algimia de Alfara,46148
13170,Valencia/Val?ncia,Gilet,46149
13171,Valencia/Val?ncia,Llíria,46160
13172,Valencia/Val?ncia,Higueruelas,46162
13173,Valencia/Val?ncia,Marines,46163
13174,Valencia/Val?ncia,Pedralba,46164
13175,Valencia/Val?ncia,Bugarra,46165
13176,Valencia/Val?ncia,Gestalgar,46166
13177,Valencia/Val?ncia,Chulilla,46167
13178,Valencia/Val?ncia,Sot de Chera,46168
13179,Valencia/Val?ncia,Olocau,46169
13180,Valencia/Val?ncia,Gátova,46169
13181,Valencia/Val?ncia,Andilla,46170
13182,Valencia/Val?ncia,Villar del Arzobispo,46170
13183,Valencia/Val?ncia,Casinos,46171
13184,Valencia/Val?ncia,Alcublas,46172
13185,Valencia/Val?ncia,Losa del Obispo,46173
13186,Valencia/Val?ncia,Benagéber,46173
13187,Valencia/Val?ncia,Domeño,46174
13188,Valencia/Val?ncia,Calles,46175
13189,Valencia/Val?ncia,Chelva,46176
13190,Valencia/Val?ncia,Tuéjar,46177
13191,Valencia/Val?ncia,Titaguas,46178
13192,Valencia/Val?ncia,Alpuente,46178
13193,Valencia/Val?ncia,La Yesa,46178
13194,Valencia/Val?ncia,Aras de los Olmos,46179
13195,Valencia/Val?ncia,Benaguasil,46180
13196,Valencia/Val?ncia,Benissanó,46181
13197,Valencia/Val?ncia,Oliva,46181
13198,Valencia/Val?ncia,Paterna,46182
13199,Valencia/Val?ncia,l'Eliana,46183
13200,Valencia/Val?ncia,San Antonio de Benagéber,46184
13201,Valencia/Val?ncia,la Pobla de Vallbona,46185
13202,Valencia/Val?ncia,Torrent,46185
13203,Valencia/Val?ncia,Riba-roja de Túria,46190
13204,Valencia/Val?ncia,Vilamarxant,46191
13205,Valencia/Val?ncia,Montserrat,46192
13206,Valencia/Val?ncia,Montroi/Montroy,46193
13207,Valencia/Val?ncia,Real,46194
13208,Valencia/Val?ncia,Llombai,46195
13209,Valencia/Val?ncia,Catadau,46196
13210,Valencia/Val?ncia,Alfarp,46197
13211,Valencia/Val?ncia,Dos Aguas,46198
13212,Valencia/Val?ncia,Millares,46199
13213,Valencia/Val?ncia,Cortes de Pallás,46199
13214,Valencia/Val?ncia,Requena,46199
13215,Valencia/Val?ncia,Paiporta,46200
13216,Valencia/Val?ncia,Picanya,46210
13217,Valencia/Val?ncia,Alcñsser,46220
13218,Valencia/Val?ncia,Picassent,46220
13219,Valencia/Val?ncia,Alginet,46230
13220,Valencia/Val?ncia,Carlet,46240
13221,Valencia/Val?ncia,Sagunto/Sagunt,46250
13222,Valencia/Val?ncia,l'Alcúdia,46250
13223,Valencia/Val?ncia,Alberic,46260
13224,Valencia/Val?ncia,Antella,46266
13225,Valencia/Val?ncia,Gavarda,46267
13226,Valencia/Val?ncia,Alzira,46268
13227,Valencia/Val?ncia,Tous,46269
13228,Valencia/Val?ncia,Villanueva de Castellón,46270
13229,Valencia/Val?ncia,Alcñsser,46290
13230,Valencia/Val?ncia,Benimodo,46291
13231,Valencia/Val?ncia,Massalavés,46292
13232,Valencia/Val?ncia,Beneixida,46293
13233,Valencia/Val?ncia,Alcñntera de Xúquer,46293
13234,Valencia/Val?ncia,Cñrcer,46294
13235,Valencia/Val?ncia,Cotes,46294
13236,Valencia/Val?ncia,Sellent,46295
13237,Valencia/Val?ncia,Sumacñrcer,46295
13238,Valencia/Val?ncia,Utiel,46300
13239,Valencia/Val?ncia,Venta del Moro,46310
13240,Valencia/Val?ncia,Venta del Moro,46311
13241,Valencia/Val?ncia,Utiel,46312
13242,Valencia/Val?ncia,Utiel,46313
13243,Valencia/Val?ncia,Fuenterrobles,46314
13244,Valencia/Val?ncia,Caudete de las Fuentes,46315
13245,Valencia/Val?ncia,Villargordo del Cabriel,46317
13246,Valencia/Val?ncia,Villargordo del Cabriel,46318
13247,Valencia/Val?ncia,Sinarcas,46320
13248,Valencia/Val?ncia,Utiel,46321
13249,Valencia/Val?ncia,Camporrobles,46330
13250,Valencia/Val?ncia,Requena,46340
13251,Valencia/Val?ncia,Chera,46350
13252,Valencia/Val?ncia,Requena,46351
13253,Valencia/Val?ncia,Chelva,46351
13254,Valencia/Val?ncia,Requena,46352
13255,Valencia/Val?ncia,Requena,46353
13256,Valencia/Val?ncia,Requena,46354
13257,Valencia/Val?ncia,Requena,46355
13258,Valencia/Val?ncia,Requena,46356
13259,Valencia/Val?ncia,Requena,46357
13260,Valencia/Val?ncia,Buñol,46360
13261,Valencia/Val?ncia,Yátova,46367
13262,Valencia/Val?ncia,Macastre,46368
13263,Valencia/Val?ncia,Alborache,46369
13264,Valencia/Val?ncia,Chiva,46370
13265,Valencia/Val?ncia,Cheste,46380
13266,Valencia/Val?ncia,Godelleta,46388
13267,Valencia/Val?ncia,Turís,46389
13268,Valencia/Val?ncia,Requena,46390
13269,Valencia/Val?ncia,Requena,46391
13270,Valencia/Val?ncia,Siete Aguas,46392
13271,Valencia/Val?ncia,Loriguilla,46393
13272,Valencia/Val?ncia,Cullera,46400
13273,Valencia/Val?ncia,Cullera,46408
13274,Valencia/Val?ncia,Cullera,46409
13275,Valencia/Val?ncia,Sueca,46410
13276,Valencia/Val?ncia,Riola,46417
13277,Valencia/Val?ncia,Fortaleny,46418
13278,Valencia/Val?ncia,Sueca,46419
13279,Valencia/Val?ncia,Sueca,46420
13280,Valencia/Val?ncia,Sollana,46430
13281,Valencia/Val?ncia,Sollana,46439
13282,Valencia/Val?ncia,Almussafes,46440
13283,Valencia/Val?ncia,Benifaió,46450
13284,Valencia/Val?ncia,el Puig de Santa Maria,46450
13285,Valencia/Val?ncia,Silla,46460
13286,Valencia/Val?ncia,Beniparrell,46469
13287,Valencia/Val?ncia,Teresa de Cofrentes,46470
13288,Valencia/Val?ncia,Catarroja,46470
13289,Valencia/Val?ncia,Massanassa,46470
13290,Valencia/Val?ncia,Albal,46470
13291,Valencia/Val?ncia,Torrent,46480
13292,Valencia/Val?ncia,Sagunto/Sagunt,46500
13293,Valencia/Val?ncia,Petrés,46501
13294,Valencia/Val?ncia,Quartell,46510
13295,Valencia/Val?ncia,Benifairó de les Valls,46511
13296,Valencia/Val?ncia,Faura,46512
13297,Valencia/Val?ncia,Benavites,46514
13298,Valencia/Val?ncia,Quart de les Valls,46515
13299,Valencia/Val?ncia,Sagunto/Sagunt,46520
13300,Valencia/Val?ncia,Canet d'En Berenguer,46529
13301,Valencia/Val?ncia,Sagunto/Sagunt,46530
13302,Valencia/Val?ncia,Puçol,46530
13303,Valencia/Val?ncia,el Puig de Santa Maria,46540
13304,Valencia/Val?ncia,Albuixech,46550
13305,Valencia/Val?ncia,Massalfassar,46560
13306,Valencia/Val?ncia,Estivella,46590
13307,Valencia/Val?ncia,Albalat dels Tarongers,46591
13308,Valencia/Val?ncia,Segart,46592
13309,Valencia/Val?ncia,Algar de Palancia,46593
13310,Valencia/Val?ncia,Alfara de la Baronia,46594
13311,Valencia/Val?ncia,Torres Torres,46595
13312,Valencia/Val?ncia,Alzira,46600
13313,Valencia/Val?ncia,Siete Aguas,46600
13314,Valencia/Val?ncia,Guadassuar,46610
13315,Valencia/Val?ncia,Benimuslem,46611
13316,Valencia/Val?ncia,Corbera,46612
13317,Valencia/Val?ncia,Llaurí,46613
13318,Valencia/Val?ncia,Favara,46614
13319,Valencia/Val?ncia,Ayora,46620
13320,Valencia/Val?ncia,Zarra,46621
13321,Valencia/Val?ncia,Teresa de Cofrentes,46622
13322,Valencia/Val?ncia,Jarafuel,46623
13323,Valencia/Val?ncia,Jalance,46624
13324,Valencia/Val?ncia,Cofrentes,46625
13325,Valencia/Val?ncia,la Font de la Figuera,46630
13326,Valencia/Val?ncia,Fontanars dels Alforins,46635
13327,Valencia/Val?ncia,Mogente/Moixent,46640
13328,Valencia/Val?ncia,Canals,46650
13329,Valencia/Val?ncia,Canals,46659
13330,Valencia/Val?ncia,Manuel,46660
13331,Valencia/Val?ncia,l'ñnova,46661
13332,Valencia/Val?ncia,Rafelguaraf,46666
13333,Valencia/Val?ncia,Barxeta,46667
13334,Valencia/Val?ncia,Llocnou d'En Fenollet,46668
13335,Valencia/Val?ncia,Xñtiva,46668
13336,Valencia/Val?ncia,Senyera,46669
13337,Valencia/Val?ncia,Sant Joanet,46669
13338,Valencia/Val?ncia,la Pobla Llarga,46670
13339,Valencia/Val?ncia,Algemesí,46680
13340,Valencia/Val?ncia,Albalat de la Ribera,46687
13341,Valencia/Val?ncia,Polinyñ de Xúquer,46688
13342,Valencia/Val?ncia,Benicull de Xúquer,46689
13343,Valencia/Val?ncia,l'Alcúdia de Crespins,46690
13344,Valencia/Val?ncia,Vallada,46691
13345,Valencia/Val?ncia,Montesa,46692
13346,Valencia/Val?ncia,Gandia,46701
13347,Valencia/Val?ncia,Gandia,46702
13348,Valencia/Val?ncia,Benirredrñ,46703
13349,Valencia/Val?ncia,Daimús,46710
13350,Valencia/Val?ncia,Miramar,46711
13351,Valencia/Val?ncia,Guardamar de la Safor,46711
13352,Valencia/Val?ncia,Piles,46712
13353,Valencia/Val?ncia,Bellreguard,46713
13354,Valencia/Val?ncia,Palmera,46714
13355,Valencia/Val?ncia,l'Alqueria de la Comtessa,46715
13356,Valencia/Val?ncia,Rafelcofer,46716
13357,Valencia/Val?ncia,Casinos,46717
13358,Valencia/Val?ncia,la Font d'En Carrñs,46717
13359,Valencia/Val?ncia,Vilallonga/Villalonga,46720
13360,Valencia/Val?ncia,Potries,46721
13361,Valencia/Val?ncia,Beniflá,46722
13362,Valencia/Val?ncia,Beniarjó,46722
13363,Valencia/Val?ncia,Almoines,46723
13364,Valencia/Val?ncia,Palma de Gandía,46724
13365,Valencia/Val?ncia,Rótova,46725
13366,Valencia/Val?ncia,Alfauir,46725
13367,Valencia/Val?ncia,Castellonet de la Conquesta,46726
13368,Valencia/Val?ncia,Almiserñ,46726
13369,Valencia/Val?ncia,Llocnou de Sant Jeroni,46726
13370,Valencia/Val?ncia,el Real de Gandia,46727
13371,Valencia/Val?ncia,Gandia,46728
13372,Valencia/Val?ncia,Ador,46729
13373,Valencia/Val?ncia,Gandia,46730
13374,Valencia/Val?ncia,Carcaixent,46740
13375,Valencia/Val?ncia,Carcaixent,46749
13376,Valencia/Val?ncia,Simat de la Valldigna,46750
13377,Valencia/Val?ncia,Barx,46758
13378,Valencia/Val?ncia,Gandia,46760
13379,Valencia/Val?ncia,Tavernes de la Valldigna,46760
13380,Valencia/Val?ncia,Xeraco,46770
13381,Valencia/Val?ncia,Oliva,46780
13382,Valencia/Val?ncia,Xeresa,46790
13383,Valencia/Val?ncia,Benifairó de la Valldigna,46791
13384,Valencia/Val?ncia,Alzira,46792
13385,Valencia/Val?ncia,Carcaixent,46792
13386,Valencia/Val?ncia,Xñtiva,46800
13387,Valencia/Val?ncia,Enguera,46810
13388,Valencia/Val?ncia,Enguera,46811
13389,Valencia/Val?ncia,Aielo de Malferit,46812
13390,Valencia/Val?ncia,Cerdñ,46813
13391,Valencia/Val?ncia,Canals,46813
13392,Valencia/Val?ncia,Torrella,46814
13393,Valencia/Val?ncia,Llanera de Ranes,46814
13394,Valencia/Val?ncia,la Granja de la Costera,46814
13395,Valencia/Val?ncia,la Llosa de Ranes,46815
13396,Valencia/Val?ncia,Rotglñ i Corberñ,46816
13397,Valencia/Val?ncia,Estubeny,46817
13398,Valencia/Val?ncia,Vallés,46818
13399,Valencia/Val?ncia,Novelé/Novetlñ,46819
13400,Valencia/Val?ncia,Anna,46820
13401,Valencia/Val?ncia,Chella,46821
13402,Valencia/Val?ncia,Bolbaite,46822
13403,Valencia/Val?ncia,Navarrés,46823
13404,Valencia/Val?ncia,Quesa,46824
13405,Valencia/Val?ncia,Bicorp,46825
13406,Valencia/Val?ncia,Benigñnim,46830
13407,Valencia/Val?ncia,Quatretonda,46837
13408,Valencia/Val?ncia,Pinet,46838
13409,Valencia/Val?ncia,Benicolet,46838
13410,Valencia/Val?ncia,Llutxent,46838
13411,Valencia/Val?ncia,Benissuera,46839
13412,Valencia/Val?ncia,Sempere,46839
13413,Valencia/Val?ncia,Bellús,46839
13414,Valencia/Val?ncia,Guadasséquies,46839
13415,Valencia/Val?ncia,la Pobla del Duc,46840
13416,Valencia/Val?ncia,Torrent,46840
13417,Valencia/Val?ncia,Castelló de Rugat,46841
13418,Valencia/Val?ncia,Montitxelvo/Montichelvo,46842
13419,Valencia/Val?ncia,Aielo de Rugat,46842
13420,Valencia/Val?ncia,Sot de Chera,46842
13421,Valencia/Val?ncia,Rugat,46842
13422,Valencia/Val?ncia,Terrateig,46842
13423,Valencia/Val?ncia,Ráfol de Salem,46843
13424,Valencia/Val?ncia,Salem,46843
13425,Valencia/Val?ncia,Beniatjar,46844
13426,Valencia/Val?ncia,Otos,46844
13427,Valencia/Val?ncia,l'Olleria,46850
13428,Valencia/Val?ncia,Albaida,46860
13429,Valencia/Val?ncia,Bñlgida,46868
13430,Valencia/Val?ncia,Atzeneta d'Albaida,46869
13431,Valencia/Val?ncia,Benissoda,46869
13432,Valencia/Val?ncia,Carrícola,46869
13433,Valencia/Val?ncia,Ontinyent,46870
13434,Valencia/Val?ncia,Bocairent,46880
13435,Valencia/Val?ncia,Agullent,46890
13436,Valencia/Val?ncia,Bufali,46891
13437,Valencia/Val?ncia,el Palomar,46891
13438,Valencia/Val?ncia,Montaverner,46892
13439,Valencia/Val?ncia,Alfarrasí,46893
13440,Valencia/Val?ncia,Genovés,46894
13441,Valencia/Val?ncia,Torrent,46900
13442,Valencia/Val?ncia,Torrent,46901
13443,Valencia/Val?ncia,Sedaví,46910
13444,Valencia/Val?ncia,Alfafar,46910
13445,Valencia/Val?ncia,Benetússer,46910
13446,Valencia/Val?ncia,Llocnou de la Corona,46910
13447,Valencia/Val?ncia,Mislata,46920
13448,Valencia/Val?ncia,Quart de Poblet,46930
13449,Valencia/Val?ncia,Manises,46940
13450,Valencia/Val?ncia,Xirivella,46950
13451,Valencia/Val?ncia,Aldaia,46960
13452,Valencia/Val?ncia,Alaquñs,46970
13453,Valencia/Val?ncia,Paterna,46980
13454,Valencia/Val?ncia,Paterna,46988
13455,Valencia/Val?ncia,Paterna,46989
13456,Valladolid,Valladolid,47001
13457,Valladolid,Valladolid,47002
13458,Valladolid,Valladolid,47003
13459,Valladolid,Valladolid,47004
13460,Valladolid,Valladolid,47005
13461,Valladolid,Valladolid,47006
13462,Valladolid,Valladolid,47007
13463,Valladolid,Valladolid,47008
13464,Valladolid,Valladolid,47009
13465,Valladolid,Valladolid,47010
13466,Valladolid,Valladolid,47011
13467,Valladolid,Valladolid,47012
13468,Valladolid,Valladolid,47013
13469,Valladolid,Valladolid,47014
13470,Valladolid,Valladolid,47015
13471,Valladolid,Valladolid,47016
13472,Valladolid,Valladolid,47017
13473,Valladolid,Valladolid,47018
13474,Valladolid,Tordesillas,47100
13475,Valladolid,Casasola de Arión,47110
13476,Valladolid,Villalar de los Comuneros,47111
13477,Valladolid,Pedrosa del Rey,47112
13478,Valladolid,Tordesillas,47113
13479,Valladolid,Villalbarba,47113
13480,Valladolid,Torrecilla de la Abadesa,47114
13481,Valladolid,Matilla de los Caños,47114
13482,Valladolid,Velilla,47114
13483,Valladolid,Bercero,47115
13484,Valladolid,Berceruelo,47115
13485,Valladolid,Pollos,47116
13486,Valladolid,Mota del Marqués,47120
13487,Valladolid,San Pelayo,47129
13488,Valladolid,Adalia,47129
13489,Valladolid,Torrecilla de la Torre,47129
13490,Valladolid,Barruelo del Valle,47129
13491,Valladolid,San Cebrián de Mazote,47129
13492,Valladolid,Simancas,47130
13493,Valladolid,Velliza,47131
