"provincia";"poblacion";"codigopostalid"
"Valencia/Val?ncia";"Aras de los Olmos";"46179"
"Valencia/Val?ncia";"Benaguasil";"46180"
"Valencia/Val?ncia";"Benissanó";"46181"
"Valencia/Val?ncia";"Oliva";"46181"
"Valencia/Val?ncia";"Paterna";"46182"
"Valencia/Val?ncia";"l'Eliana";"46183"
"Valencia/Val?ncia";"San Antonio de Benagéber";"46184"
"Valencia/Val?ncia";"la Pobla de Vallbona";"46185"
"Valencia/Val?ncia";"Torrent";"46185"
"Valencia/Val?ncia";"Riba-roja de Túria";"46190"
"Valencia/Val?ncia";"Vilamarxant";"46191"
"Valencia/Val?ncia";"Montserrat";"46192"
"Valencia/Val?ncia";"Montroi/Montroy";"46193"
"Valencia/Val?ncia";"Real";"46194"
"Valencia/Val?ncia";"Llombai";"46195"
"Valencia/Val?ncia";"Catadau";"46196"
"Valencia/Val?ncia";"Alfarp";"46197"
"Valencia/Val?ncia";"Dos Aguas";"46198"
"Valencia/Val?ncia";"Millares";"46199"
"Valencia/Val?ncia";"Cortes de Pallás";"46199"
"Valencia/Val?ncia";"Requena";"46199"
"Valencia/Val?ncia";"Paiporta";"46200"
"Valencia/Val?ncia";"Picanya";"46210"
"Valencia/Val?ncia";"Alc?sser";"46220"
"Valencia/Val?ncia";"Picassent";"46220"
"Valencia/Val?ncia";"Alginet";"46230"
"Valencia/Val?ncia";"Carlet";"46240"
"Valencia/Val?ncia";"Sagunto/Sagunt";"46250"
"Valencia/Val?ncia";"l'Alcúdia";"46250"
"Valencia/Val?ncia";"Alberic";"46260"
"Valencia/Val?ncia";"Antella";"46266"
"Valencia/Val?ncia";"Gavarda";"46267"
"Valencia/Val?ncia";"Alzira";"46268"
"Valencia/Val?ncia";"Tous";"46269"
"Valencia/Val?ncia";"Villanueva de Castellón";"46270"
"Valencia/Val?ncia";"Alc?sser";"46290"
"Valencia/Val?ncia";"Benimodo";"46291"
"Valencia/Val?ncia";"Massalavés";"46292"
"Valencia/Val?ncia";"Beneixida";"46293"
"Valencia/Val?ncia";"Alc?ntera de Xúquer";"46293"
"Valencia/Val?ncia";"C?rcer";"46294"
"Valencia/Val?ncia";"Cotes";"46294"
"Valencia/Val?ncia";"Sellent";"46295"
"Valencia/Val?ncia";"Sumac?rcer";"46295"
"Valencia/Val?ncia";"Utiel";"46300"
"Valencia/Val?ncia";"Venta del Moro";"46310"
"Valencia/Val?ncia";"Venta del Moro";"46311"
"Valencia/Val?ncia";"Utiel";"46312"
"Valencia/Val?ncia";"Utiel";"46313"
"Valencia/Val?ncia";"Fuenterrobles";"46314"
"Valencia/Val?ncia";"Caudete de las Fuentes";"46315"
"Valencia/Val?ncia";"Villargordo del Cabriel";"46317"
"Valencia/Val?ncia";"Villargordo del Cabriel";"46318"
"Valencia/Val?ncia";"Sinarcas";"46320"
"Valencia/Val?ncia";"Utiel";"46321"
"Valencia/Val?ncia";"Camporrobles";"46330"
"Valencia/Val?ncia";"Requena";"46340"
"Valencia/Val?ncia";"Chera";"46350"
"Valencia/Val?ncia";"Requena";"46351"
"Valencia/Val?ncia";"Chelva";"46351"
"Valencia/Val?ncia";"Requena";"46352"
"Valencia/Val?ncia";"Requena";"46353"
"Valencia/Val?ncia";"Requena";"46354"
"Valencia/Val?ncia";"Requena";"46355"
"Valencia/Val?ncia";"Requena";"46356"
"Valencia/Val?ncia";"Requena";"46357"
"Valencia/Val?ncia";"Bu?ol";"46360"
"Valencia/Val?ncia";"Yátova";"46367"
"Valencia/Val?ncia";"Macastre";"46368"
"Valencia/Val?ncia";"Alborache";"46369"
"Valencia/Val?ncia";"Chiva";"46370"
"Valencia/Val?ncia";"Cheste";"46380"
"Valencia/Val?ncia";"Godelleta";"46388"
"Valencia/Val?ncia";"Turís";"46389"
"Valencia/Val?ncia";"Requena";"46390"
"Valencia/Val?ncia";"Requena";"46391"
"Valencia/Val?ncia";"Siete Aguas";"46392"
"Valencia/Val?ncia";"Loriguilla";"46393"
"Valencia/Val?ncia";"Cullera";"46400"
"Valencia/Val?ncia";"Cullera";"46408"
"Valencia/Val?ncia";"Cullera";"46409"
"Valencia/Val?ncia";"Sueca";"46410"
"Valencia/Val?ncia";"Riola";"46417"
"Valencia/Val?ncia";"Fortaleny";"46418"
"Valencia/Val?ncia";"Sueca";"46419"
"Valencia/Val?ncia";"Sueca";"46420"
"Valencia/Val?ncia";"Sollana";"46430"
"Valencia/Val?ncia";"Sollana";"46439"
"Valencia/Val?ncia";"Almussafes";"46440"
"Valencia/Val?ncia";"Benifaió";"46450"
"Valencia/Val?ncia";"el Puig de Santa Maria";"46450"
"Valencia/Val?ncia";"Silla";"46460"
"Valencia/Val?ncia";"Beniparrell";"46469"
"Valencia/Val?ncia";"Teresa de Cofrentes";"46470"
"Valencia/Val?ncia";"Catarroja";"46470"
"Valencia/Val?ncia";"Massanassa";"46470"
"Valencia/Val?ncia";"Albal";"46470"
"Valencia/Val?ncia";"Torrent";"46480"
"Valencia/Val?ncia";"Sagunto/Sagunt";"46500"
"Valencia/Val?ncia";"Petrés";"46501"
"Valencia/Val?ncia";"Quartell";"46510"
"Valencia/Val?ncia";"Benifairó de les Valls";"46511"
"Valencia/Val?ncia";"Faura";"46512"
"Valencia/Val?ncia";"Benavites";"46514"
"Valencia/Val?ncia";"Quart de les Valls";"46515"
"Valencia/Val?ncia";"Sagunto/Sagunt";"46520"
"Valencia/Val?ncia";"Canet d'En Berenguer";"46529"
"Valencia/Val?ncia";"Sagunto/Sagunt";"46530"
"Valencia/Val?ncia";"Puçol";"46530"
"Valencia/Val?ncia";"el Puig de Santa Maria";"46540"
"Valencia/Val?ncia";"Albuixech";"46550"
"Valencia/Val?ncia";"Massalfassar";"46560"
"Valencia/Val?ncia";"Estivella";"46590"
"Valencia/Val?ncia";"Albalat dels Tarongers";"46591"
"Valencia/Val?ncia";"Segart";"46592"
"Valencia/Val?ncia";"Algar de Palancia";"46593"
"Valencia/Val?ncia";"Alfara de la Baronia";"46594"
"Valencia/Val?ncia";"Torres Torres";"46595"
"Valencia/Val?ncia";"Alzira";"46600"
"Valencia/Val?ncia";"Siete Aguas";"46600"
"Valencia/Val?ncia";"Guadassuar";"46610"
"Valencia/Val?ncia";"Benimuslem";"46611"
"Valencia/Val?ncia";"Corbera";"46612"
"Valencia/Val?ncia";"Llaurí";"46613"
"Valencia/Val?ncia";"Favara";"46614"
"Valencia/Val?ncia";"Ayora";"46620"
"Valencia/Val?ncia";"Zarra";"46621"
"Valencia/Val?ncia";"Teresa de Cofrentes";"46622"
"Valencia/Val?ncia";"Jarafuel";"46623"
"Valencia/Val?ncia";"Jalance";"46624"
"Valencia/Val?ncia";"Cofrentes";"46625"
"Valencia/Val?ncia";"la Font de la Figuera";"46630"
"Valencia/Val?ncia";"Fontanars dels Alforins";"46635"
"Valencia/Val?ncia";"Mogente/Moixent";"46640"
"Valencia/Val?ncia";"Canals";"46650"
"Valencia/Val?ncia";"Canals";"46659"
"Valencia/Val?ncia";"Manuel";"46660"
"Valencia/Val?ncia";"l'?nova";"46661"
"Valencia/Val?ncia";"Rafelguaraf";"46666"
"Valencia/Val?ncia";"Barxeta";"46667"
"Valencia/Val?ncia";"Llocnou d'En Fenollet";"46668"
"Valencia/Val?ncia";"X?tiva";"46668"
"Valencia/Val?ncia";"Senyera";"46669"
"Valencia/Val?ncia";"Sant Joanet";"46669"
"Valencia/Val?ncia";"la Pobla Llarga";"46670"
"Valencia/Val?ncia";"Algemesí";"46680"
"Valencia/Val?ncia";"Albalat de la Ribera";"46687"
"Valencia/Val?ncia";"Poliny? de Xúquer";"46688"
"Valencia/Val?ncia";"Benicull de Xúquer";"46689"
"Valencia/Val?ncia";"l'Alcúdia de Crespins";"46690"
"Valencia/Val?ncia";"Vallada";"46691"
"Valencia/Val?ncia";"Montesa";"46692"
"Valencia/Val?ncia";"Gandia";"46701"
"Valencia/Val?ncia";"Gandia";"46702"
"Valencia/Val?ncia";"Benirredr?";"46703"
"Valencia/Val?ncia";"Daimús";"46710"
"Valencia/Val?ncia";"Miramar";"46711"
"Valencia/Val?ncia";"Guardamar de la Safor";"46711"
"Valencia/Val?ncia";"Piles";"46712"
"Valencia/Val?ncia";"Bellreguard";"46713"
"Valencia/Val?ncia";"Palmera";"46714"
"Valencia/Val?ncia";"l'Alqueria de la Comtessa";"46715"
"Valencia/Val?ncia";"Rafelcofer";"46716"
"Valencia/Val?ncia";"Casinos";"46717"
"Valencia/Val?ncia";"la Font d'En Carr?s";"46717"
"Valencia/Val?ncia";"Vilallonga/Villalonga";"46720"
"Valencia/Val?ncia";"Potries";"46721"
"Valencia/Val?ncia";"Beniflá";"46722"
"Valencia/Val?ncia";"Beniarjó";"46722"
"Valencia/Val?ncia";"Almoines";"46723"
"Valencia/Val?ncia";"Palma de Gandía";"46724"
"Valencia/Val?ncia";"Rótova";"46725"
"Valencia/Val?ncia";"Alfauir";"46725"
"Valencia/Val?ncia";"Castellonet de la Conquesta";"46726"
"Valencia/Val?ncia";"Almiser?";"46726"
"Valencia/Val?ncia";"Llocnou de Sant Jeroni";"46726"
"Valencia/Val?ncia";"el Real de Gandia";"46727"
"Valencia/Val?ncia";"Gandia";"46728"
"Valencia/Val?ncia";"Ador";"46729"
"Valencia/Val?ncia";"Gandia";"46730"
"Valencia/Val?ncia";"Carcaixent";"46740"
"Valencia/Val?ncia";"Carcaixent";"46749"
"Valencia/Val?ncia";"Simat de la Valldigna";"46750"
"Valencia/Val?ncia";"Barx";"46758"
"Valencia/Val?ncia";"Gandia";"46760"
"Valencia/Val?ncia";"Tavernes de la Valldigna";"46760"
"Valencia/Val?ncia";"Xeraco";"46770"
"Valencia/Val?ncia";"Oliva";"46780"
"Valencia/Val?ncia";"Xeresa";"46790"
"Valencia/Val?ncia";"Benifairó de la Valldigna";"46791"
"Valencia/Val?ncia";"Alzira";"46792"
"Valencia/Val?ncia";"Carcaixent";"46792"
"Valencia/Val?ncia";"X?tiva";"46800"
"Valencia/Val?ncia";"Enguera";"46810"
"Valencia/Val?ncia";"Enguera";"46811"
"Valencia/Val?ncia";"Aielo de Malferit";"46812"
"Valencia/Val?ncia";"Cerd?";"46813"
"Valencia/Val?ncia";"Canals";"46813"
"Valencia/Val?ncia";"Torrella";"46814"
"Valencia/Val?ncia";"Llanera de Ranes";"46814"
"Valencia/Val?ncia";"la Granja de la Costera";"46814"
"Valencia/Val?ncia";"la Llosa de Ranes";"46815"
"Valencia/Val?ncia";"Rotgl? i Corber?";"46816"
"Valencia/Val?ncia";"Estubeny";"46817"
"Valencia/Val?ncia";"Vallés";"46818"
"Valencia/Val?ncia";"Novelé/Novetl?";"46819"
"Valencia/Val?ncia";"Anna";"46820"
"Valencia/Val?ncia";"Chella";"46821"
"Valencia/Val?ncia";"Bolbaite";"46822"
"Valencia/Val?ncia";"Navarrés";"46823"
"Valencia/Val?ncia";"Quesa";"46824"
"Valencia/Val?ncia";"Bicorp";"46825"
"Valencia/Val?ncia";"Benig?nim";"46830"
"Valencia/Val?ncia";"Quatretonda";"46837"
"Valencia/Val?ncia";"Pinet";"46838"
"Valencia/Val?ncia";"Benicolet";"46838"
"Valencia/Val?ncia";"Llutxent";"46838"
"Valencia/Val?ncia";"Benissuera";"46839"
"Valencia/Val?ncia";"Sempere";"46839"
"Valencia/Val?ncia";"Bellús";"46839"
"Valencia/Val?ncia";"Guadasséquies";"46839"
"Valencia/Val?ncia";"la Pobla del Duc";"46840"
"Valencia/Val?ncia";"Torrent";"46840"
"Valencia/Val?ncia";"Castelló de Rugat";"46841"
"Valencia/Val?ncia";"Montitxelvo/Montichelvo";"46842"
"Valencia/Val?ncia";"Aielo de Rugat";"46842"
"Valencia/Val?ncia";"Sot de Chera";"46842"
"Valencia/Val?ncia";"Rugat";"46842"
"Valencia/Val?ncia";"Terrateig";"46842"
"Valencia/Val?ncia";"Ráfol de Salem";"46843"
"Valencia/Val?ncia";"Salem";"46843"
"Valencia/Val?ncia";"Beniatjar";"46844"
"Valencia/Val?ncia";"Otos";"46844"
"Valencia/Val?ncia";"l'Olleria";"46850"
"Valencia/Val?ncia";"Albaida";"46860"
"Valencia/Val?ncia";"B?lgida";"46868"
"Valencia/Val?ncia";"Atzeneta d'Albaida";"46869"
"Valencia/Val?ncia";"Benissoda";"46869"
"Valencia/Val?ncia";"Carrícola";"46869"
"Valencia/Val?ncia";"Ontinyent";"46870"
"Valencia/Val?ncia";"Bocairent";"46880"
"Valencia/Val?ncia";"Agullent";"46890"
"Valencia/Val?ncia";"Bufali";"46891"
"Valencia/Val?ncia";"el Palomar";"46891"
"Valencia/Val?ncia";"Montaverner";"46892"
"Valencia/Val?ncia";"Alfarrasí";"46893"
"Valencia/Val?ncia";"Genovés";"46894"
"Valencia/Val?ncia";"Torrent";"46900"
"Valencia/Val?ncia";"Torrent";"46901"
"Valencia/Val?ncia";"Sedaví";"46910"
"Valencia/Val?ncia";"Alfafar";"46910"
"Valencia/Val?ncia";"Benetússer";"46910"
"Valencia/Val?ncia";"Llocnou de la Corona";"46910"
"Valencia/Val?ncia";"Mislata";"46920"
"Valencia/Val?ncia";"Quart de Poblet";"46930"
"Valencia/Val?ncia";"Manises";"46940"
"Valencia/Val?ncia";"Xirivella";"46950"
"Valencia/Val?ncia";"Aldaia";"46960"
"Valencia/Val?ncia";"Alaqu?s";"46970"
"Valencia/Val?ncia";"Paterna";"46980"
"Valencia/Val?ncia";"Paterna";"46988"
"Valencia/Val?ncia";"Paterna";"46989"
"Valladolid";"Valladolid";"47001"
"Valladolid";"Valladolid";"47002"
"Valladolid";"Valladolid";"47003"
"Valladolid";"Valladolid";"47004"
"Valladolid";"Valladolid";"47005"
"Valladolid";"Valladolid";"47006"
"Valladolid";"Valladolid";"47007"
"Valladolid";"Valladolid";"47008"
"Valladolid";"Valladolid";"47009"
"Valladolid";"Valladolid";"47010"
"Valladolid";"Valladolid";"47011"
"Valladolid";"Valladolid";"47012"
"Valladolid";"Valladolid";"47013"
"Valladolid";"Valladolid";"47014"
"Valladolid";"Valladolid";"47015"
"Valladolid";"Valladolid";"47016"
"Valladolid";"Valladolid";"47017"
"Valladolid";"Valladolid";"47018"
"Valladolid";"Tordesillas";"47100"
"Valladolid";"Casasola de Arión";"47110"
"Valladolid";"Villalar de los Comuneros";"47111"
"Valladolid";"Pedrosa del Rey";"47112"
"Valladolid";"Tordesillas";"47113"
"Valladolid";"Villalbarba";"47113"
"Valladolid";"Torrecilla de la Abadesa";"47114"
"Valladolid";"Matilla de los Ca?os";"47114"
"Valladolid";"Velilla";"47114"
"Valladolid";"Bercero";"47115"
"Valladolid";"Berceruelo";"47115"
"Valladolid";"Pollos";"47116"
"Valladolid";"Mota del Marqués";"47120"
"Valladolid";"San Pelayo";"47129"
"Valladolid";"Adalia";"47129"
"Valladolid";"Torrecilla de la Torre";"47129"
"Valladolid";"Barruelo del Valle";"47129"
"Valladolid";"San Cebrián de Mazote";"47129"
"Valladolid";"Simancas";"47130"
"Valladolid";"Velliza";"47131"
"Valladolid";"Geria";"47131"
"Valladolid";"Villán de Tordesillas";"47131"
"Valladolid";"Robladillo";"47131"
"Valladolid";"San Miguel del Pino";"47132"
"Valladolid";"Tordesillas";"47132"
"Valladolid";"Vega de Valdetronco";"47133"
"Valladolid";"Marzales";"47133"
"Valladolid";"San Salvador";"47134"
"Valladolid";"Torrelobatón";"47134"
"Valladolid";"Villasexmir";"47134"
"Valladolid";"Gallegos de Hornija";"47134"
"Valladolid";"Laguna de Duero";"47140"
"Valladolid";"Valladolid";"47140"
"Valladolid";"Viana de Cega";"47150"
"Valladolid";"Boecillo";"47151"
"Valladolid";"Valladolid";"47152"
"Valladolid";"Valladolid";"47153"
"Valladolid";"Santovenia de Pisuerga";"47155"
"Valladolid";"Portillo";"47160"
"Valladolid";"Aldea de San Miguel";"47160"
"Valladolid";"Tudela de Duero";"47161"
"Valladolid";"Aldeamayor de San Martín";"47162"
"Valladolid";"San Miguel del Arroyo";"47164"
"Valladolid";"Camporredondo";"47165"
"Valladolid";"Viloria";"47166"
"Valladolid";"Tudela de Duero";"47169"
"Valladolid";"Aldeamayor de San Martín";"47169"
"Valladolid";"Laguna de Duero";"47169"
"Valladolid";"Renedo de Esgueva";"47170"
"Valladolid";"Castronuevo de Esgueva";"47171"
"Valladolid";"Villarmentero de Esgueva";"47172"
"Valladolid";"Olmos de Esgueva";"47173"
"Valladolid";"Pi?a de Esgueva";"47175"
"Valladolid";"Esguevillas de Esgueva";"47176"
"Valladolid";"Amusquillo";"47177"
"Valladolid";"Villafuerte";"47180"
"Valladolid";"Villaco";"47181"
"Valladolid";"Castroverde de Cerrato";"47182"
"Valladolid";"Torre de Esgueva";"47183"
"Valladolid";"Fombellida";"47184"
"Valladolid";"Canillas de Esgueva";"47185"
"Valladolid";"Montealegre de Campos";"47186"
"Valladolid";"Encinas de Esgueva";"47186"
"Valladolid";"Wamba";"47190"
"Valladolid";"Cigu?uela";"47191"
"Valladolid";"Castrodeza";"47192"
"Valladolid";"Cistérniga";"47193"
"Valladolid";"Mucientes";"47194"
"Valladolid";"Fuensalda?a";"47194"
"Valladolid";"Arroyo de la Encomienda";"47195"
"Valladolid";"La Pedraja de Portillo";"47196"
"Valladolid";"Valladolid";"47197"
"Valladolid";"Valladolid";"47198"
"Valladolid";"Valoria la Buena";"47200"
"Valladolid";"San Martín de Valvení";"47209"
"Valladolid";"Ataquines";"47210"
"Valladolid";"Muriel";"47219"
"Valladolid";"Salvador de Zapardiel";"47219"
"Valladolid";"San Pablo de la Moraleja";"47219"
"Valladolid";"Pozaldez";"47220"
"Valladolid";"Matapozuelos";"47230"
"Valladolid";"Matapozuelos";"47238"
"Valladolid";"Alcazarén";"47238"
"Valladolid";"Hornillos de Eresma";"47238"
"Valladolid";"Ventosa de la Cuesta";"47239"
"Valladolid";"Villanueva de Duero";"47239"
"Valladolid";"Serrada";"47239"
"Valladolid";"Valdestillas";"47240"
"Valladolid";"Mojados";"47250"
"Valladolid";"Cabezón de Pisuerga";"47260"
"Valladolid";"Cigales";"47270"
"Valladolid";"Corcos";"47280"
"Valladolid";"Corcos";"47281"
"Valladolid";"Trigueros del Valle";"47282"
"Valladolid";"Quintanilla de Trigueros";"47283"
"Valladolid";"Cubillas de Santa Marta";"47290"
"Valladolid";"Pe?afiel";"47300"
"Valladolid";"Campaspero";"47310"
"Valladolid";"Canalejas de Pe?afiel";"47311"
"Valladolid";"Fompedraza";"47311"
"Valladolid";"Bahabón";"47312"
"Valladolid";"Torre de Pe?afiel";"47313"
"Valladolid";"Torrescárcela";"47313"
"Valladolid";"Pe?afiel";"47313"
"Valladolid";"Cogeces del Monte";"47313"
"Valladolid";"Manzanillo";"47314"
"Valladolid";"Pe?afiel";"47314"
"Valladolid";"Langayo";"47314"
"Valladolid";"Pesquera de Duero";"47315"
"Valladolid";"Curiel de Duero";"47316"
"Valladolid";"Pi?el de Arriba";"47316"
"Valladolid";"Roturas";"47316"
"Valladolid";"Pi?el de Abajo";"47316"
"Valladolid";"Corrales de Duero";"47317"
"Valladolid";"San Llorente";"47317"
"Valladolid";"Valdearcos de la Vega";"47317"
"Valladolid";"Bocos de Duero";"47317"
"Valladolid";"Olmos de Pe?afiel";"47318"
"Valladolid";"Pe?afiel";"47318"
"Valladolid";"Castrillo de Duero";"47318"
"Valladolid";"Rábano";"47319"
"Valladolid";"Torre de Pe?afiel";"47319"
"Valladolid";"Tudela de Duero";"47320"
"Valladolid";"Montemayor de Pililla";"47320"
"Valladolid";"La Parrilla";"47328"
"Valladolid";"Villavaquerín";"47329"
"Valladolid";"Castrillo-Tejeriego";"47329"
"Valladolid";"Villabá?ez";"47329"
"Valladolid";"Traspinedo";"47330"
"Valladolid";"Santibá?ez de Valcorba";"47330"
"Valladolid";"Santibá?ez de Valcorba";"47331"
"Valladolid";"Sardón de Duero";"47340"
"Valladolid";"Quintanilla de Onésimo";"47350"
"Valladolid";"Valbuena de Duero";"47359"
"Valladolid";"Olivares de Duero";"47359"
"Valladolid";"Quintanilla de Arriba";"47360"
"Valladolid";"Medina del Campo";"47400"
"Valladolid";"Olmedo";"47410"
"Valladolid";"Aguasal";"47418"
"Valladolid";"Fuente-Olmedo";"47418"
"Valladolid";"Llano de Olmedo";"47418"
"Valladolid";"Bocigas";"47419"
"Valladolid";"Puras";"47419"
"Valladolid";"Almenara de Adaja";"47419"
"Valladolid";"Íscar";"47420"
"Salamanca";"Pajares de la Laguna";"47428"
"Valladolid";"Pedrajas de San Esteban";"47430"
"Valladolid";"Megeces";"47440"
"Valladolid";"Cogeces de Íscar";"47440"
"Valladolid";"Pozal de Gallinas";"47450"
"Valladolid";"Olmedo";"47451"
"Valladolid";"Ramiro";"47453"
"Valladolid";"Moraleja de las Panaderas";"47454"
"Valladolid";"El Campillo";"47460"
"Valladolid";"Brahojos de Medina";"47461"
"Valladolid";"Bobadilla del Campo";"47462"
"Valladolid";"Velascálvaro";"47463"
"Valladolid";"Nueva Villa de las Torres";"47464"
"Valladolid";"Villaverde de Medina";"47465"
"Valladolid";"Carpio";"47470"
"Valladolid";"Fresno el Viejo";"47480"
"Valladolid";"Rueda";"47490"
"Valladolid";"La Seca";"47491"
"Valladolid";"Rueda";"47492"
"Valladolid";"Medina del Campo";"47492"
"Valladolid";"Medina del Campo";"47493"
"Valladolid";"San Vicente del Palacio";"47493"
"Valladolid";"Cervillego de la Cruz";"47494"
"Valladolid";"Fuente el Sol";"47494"
"Valladolid";"Lomoviejo";"47494"
"Valladolid";"Rubí de Bracamonte";"47494"
"Valladolid";"Nava del Rey";"47500"
"Valladolid";"Rueda";"47509"
"Valladolid";"Alaejos";"47510"
"Valladolid";"Siete Iglesias de Trabancos";"47511"
"Valladolid";"Castrejón de Trabancos";"47512"
"Valladolid";"Torrecilla de la Orden";"47513"
"Valladolid";"Castronu?o";"47520"
"Valladolid";"Villafranca de Duero";"47529"
"Valladolid";"San Román de Hornija";"47530"
"Valladolid";"Villalón de Campos";"47600"
"Valladolid";"Gatón de Campos";"47606"
"Valladolid";"Villafrades de Campos";"47606"
"Valladolid";"Herrín de Campos";"47607"
"Valladolid";"Villacid de Campos";"47607"
"Valladolid";"Bustillo de Chaves";"47608"
"Valladolid";"Villagómez la Nueva";"47608"
"Valladolid";"Villanueva de la Condesa";"47608"
"Valladolid";"Santervás de Campos";"47609"
"Valladolid";"Fontihoyuelo";"47609"
"Valladolid";"Vega de Ruiponce";"47609"
"Valladolid";"Villacarralón";"47609"
"Valladolid";"Zaratán";"47610"
"Valladolid";"Villanubla";"47620"
"Valladolid";"La Mudarra";"47630"
"Valladolid";"Villalba de los Alcores";"47639"
"Valladolid";"Pe?aflor de Hornija";"47640"
"Valladolid";"Castromonte";"47641"
"Valladolid";"Cuenca de Campos";"47650"
"Valladolid";"Castroponce";"47664"
"Valladolid";"Becilla de Valderaduey";"47670"
"Valladolid";"La Unión de Campos";"47670"
"Valladolid";"Urones de Castroponce";"47671"
"Valladolid";"Valdunquillo";"47672"
"Valladolid";"Quintanilla del Molar";"47673"
"Valladolid";"Roales de Campos";"47673"
"Valladolid";"Barcial de la Loma";"47674"
"Valladolid";"Villalán de Campos";"47675"
"Valladolid";"Bola?os de Campos";"47675"
"Valladolid";"Villavicencio de los Caballeros";"47676"
"Valladolid";"Mayorga";"47680"
"Valladolid";"Melgar de Arriba";"47686"
"Valladolid";"Melgar de Abajo";"47687"
"Valladolid";"Monasterio de Vega";"47688"
"Valladolid";"Cabezón de Valderaduey";"47689"
"Valladolid";"Saelices de Mayorga";"47689"
"Valladolid";"Castrobol";"47689"
"Valladolid";"Villalba de la Loma";"47689"
"Valladolid";"Valverde de Campos";"47690"
"Valladolid";"Moral de la Reina";"47691"
"Valladolid";"Ceinos de Campos";"47692"
"Valladolid";"Medina de Rioseco";"47800"
"Valladolid";"Valladolid";"47801"
"Valladolid";"Villafrechós";"47810"
"Valladolid";"Santa Eufemia del Arroyo";"47811"
"Valladolid";"Morales de Campos";"47811"
"Valladolid";"Palazuelo de Vedija";"47812"
"Valladolid";"Villanueva de San Mancio";"47813"
"Valladolid";"Berrueces";"47813"
"Valladolid";"Aguilar de Campos";"47814"
"Valladolid";"Villamuriel de Campos";"47814"
"Valladolid";"Villabaruz de Campos";"47815"
"Valladolid";"Tamariz de Campos";"47815"
"Valladolid";"Montealegre de Campos";"47816"
"Valladolid";"Valdenebro de los Valles";"47816"
"Valladolid";"Medina de Rioseco";"47816"
"Valladolid";"Villabrágima";"47820"
"Valladolid";"Tordehumos";"47830"
"Valladolid";"Pozuelo de la Orden";"47831"
"Valladolid";"Cabreros del Monte";"47832"
"Valladolid";"Villagarcía de Campos";"47840"
"Valladolid";"Villanueva de los Caballeros";"47850"
"Valladolid";"San Pedro de Latarce";"47851"
"Valladolid";"Villardefrades";"47860"
"Valladolid";"Urue?a";"47862"
"Valladolid";"Tiedra";"47870"
"Valladolid";"Benafarces";"47880"
"Valladolid";"Castromembibre";"47882"
"Valladolid";"Villavellid";"47883"
"Bizkaia";"Bilbao";"48001"
"Bizkaia";"Bilbao";"48002"
"Bizkaia";"Arrigorriaga";"48003"
"Bizkaia";"Bilbao";"48003"
"Bizkaia";"Bilbao";"48004"
"Bizkaia";"Bilbao";"48005"
"Bizkaia";"Bilbao";"48006"
"Bizkaia";"Bilbao";"48007"
"Bizkaia";"Bilbao";"48008"
"Bizkaia";"Bilbao";"48009"
"Bizkaia";"Bilbao";"48010"
"Bizkaia";"Bilbao";"48011"
"Bizkaia";"Bilbao";"48012"
"Bizkaia";"Bilbao";"48013"
"Bizkaia";"Bilbao";"48014"
"Bizkaia";"Bilbao";"48015"
"Bizkaia";"Mungia";"48100"
"Bizkaia";"Gatika";"48110"
"Bizkaia";"Laukiz";"48111"
"Bizkaia";"Maruri-Jatabe";"48112"
"Bizkaia";"Gamiz-Fika";"48113"
"Bizkaia";"Arrieta";"48114"
"Bizkaia";"Morga";"48115"
"Bizkaia";"Fruiz";"48116"
"Bizkaia";"Mungia";"48120"
"Bizkaia";"Me?aka";"48120"
"Bizkaia";"Bakio";"48130"
"Bizkaia";"Arantzazu";"48140"
"Bizkaia";"Igorre";"48140"
"Bizkaia";"Dima";"48141"
"Bizkaia";"Artea";"48142"
"Bizkaia";"Areatza";"48143"
"Bizkaia";"Zeanuri";"48144"
"Bizkaia";"Ubide";"48145"
"Bizkaia";"Sondika";"48150"
"Bizkaia";"Derio";"48160"
"Bizkaia";"Urduliz";"48160"
"Bizkaia";"Derio";"48170"
"Bizkaia";"Zamudio";"48170"
"Bizkaia";"Loiu";"48180"
"Bizkaia";"Sopuerta";"48190"
"Bizkaia";"Sopuerta";"48191"
"Bizkaia";"Galdames";"48191"
"Bizkaia";"Gordexola";"48192"
"Bizkaia";"Gordexola";"48194"
"Bizkaia";"Larrabetzu";"48195"
"Bizkaia";"Lezama";"48196"
"Bizkaia";"Garai";"48200"
"Bizkaia";"Durango";"48200"
"Bizkaia";"Otxandio";"48210"
"Bizkaia";"Ma?aria";"48212"
"Bizkaia";"Izurtza";"48213"
"Bizkaia";"Iurreta";"48215"
"Bizkaia";"Abadi?o";"48220"
"Bizkaia";"Elorrio";"48230"
"Bizkaia";"Berriz";"48240"
"Bizkaia";"Berriz";"48249"
"Bizkaia";"Zaldibar";"48250"
"Bizkaia";"Ermua";"48260"
"Bizkaia";"Mallabia";"48269"
"Bizkaia";"Markina-Xemein";"48270"
"Bizkaia";"Markina-Xemein";"48276"
"Bizkaia";"Etxebarria";"48277"
"Bizkaia";"Markina-Xemein";"48278"
"Bizkaia";"Ziortza-Bolibar";"48278"
"Bizkaia";"Lekeitio";"48280"
"Bizkaia";"Ea";"48287"
"Bizkaia";"Ispaster";"48288"
